Student_ID,10th_Percentage,12th_Percentage,CGPA,Entrance_Score,Interview_Score,Aptitude_Score,Extracurricular_Score,Attendance,Previous_Backlogs,Eligible
STU_1329,93.41,84.49,8.22,73.24,78.16,69.26,62.97,91.92,1,0
STU_1330,90.41,86.15,8.51,71.62,75.81,79.18,49.39,86.14,1,0
STU_1331,85.48,82.36,7.6,79.46,42.83,82.5,57.27,88.52,0,1
STU_1332,89.91,86.24,8.8,63.83,48.29,72.97,51.84,100.0,0,0
STU_1333,89.81,83.9,7.92,73.21,69.36,68.57,50.2,99.26,1,0
STU_1334,86.8,89.47,7.56,57.47,69.62,62.31,82.61,88.16,0,1
STU_1335,86.19,93.86,8.4,67.04,51.41,68.64,55.16,87.04,2,0
STU_1336,83.37,79.89,8.29,65.24,70.74,63.39,57.48,89.94,2,0
STU_1337,87.78,84.1,8.46,71.91,66.66,77.32,54.36,92.02,0,1
STU_1338,94.9,91.66,9.19,61.89,78.49,63.68,58.07,87.04,0,0
STU_1339,81.87,83.76,7.88,75.28,52.21,59.92,69.03,88.27,1,0
STU_1340,92.49,96.37,8.93,71.66,49.97,79.15,51.19,84.85,0,1
STU_1341,74.14,78.06,8.54,70.99,83.93,78.12,65.69,92.13,0,1
STU_1342,78.2,75.5,8.09,62.87,77.9,64.46,43.61,87.76,0,1
STU_1343,82.28,84.64,8.52,75.54,89.3,58.17,59.0,89.79,2,0
STU_1344,86.1,88.54,8.68,78.59,87.77,76.94,56.88,86.22,1,0
STU_1345,83.78,77.83,8.29,65.6,55.68,70.01,37.32,88.21,0,1
STU_1346,76.41,77.87,8.16,72.5,65.29,72.4,65.37,91.64,0,1
STU_1347,69.51,77.07,8.46,80.95,45.15,60.22,57.13,90.82,0,1
STU_1348,85.03,86.77,9.4,82.5,72.12,81.42,59.15,93.61,1,0
STU_1349,85.95,82.37,8.66,85.7,76.6,86.85,71.22,98.08,0,1
STU_1350,90.93,91.52,8.41,80.87,83.02,65.53,67.83,89.22,0,0
STU_1351,71.92,72.37,7.84,80.07,59.5,78.98,33.87,92.19,0,1
STU_1352,78.35,76.77,7.74,68.8,46.4,85.83,43.19,89.25,0,1
STU_1353,88.78,78.58,7.96,71.85,46.57,59.82,48.93,95.04,0,0
STU_1354,89.44,88.44,9.29,71.84,55.49,71.61,67.51,92.26,0,0
STU_1355,93.74,92.1,9.0,58.79,48.71,75.05,68.29,81.63,0,0
STU_1356,72.14,74.72,7.98,77.04,83.05,70.04,34.66,81.98,0,1
STU_1357,88.33,86.19,8.82,90.89,76.05,84.51,74.85,88.41,4,0
STU_1358,86.58,83.38,8.5,86.08,58.58,81.41,51.31,85.82,1,1
STU_1359,93.0,81.55,8.04,80.9,79.7,73.61,51.4,86.49,0,1
STU_1360,74.29,77.92,7.86,61.45,47.86,81.33,40.86,90.22,2,0
STU_1361,81.93,76.35,8.24,77.61,97.44,79.85,37.18,77.24,1,0
STU_1362,88.33,84.05,8.46,63.3,65.4,65.77,44.57,92.15,0,0
STU_1363,87.42,87.75,8.88,76.59,84.74,71.4,46.62,95.19,0,1
STU_1364,82.41,85.69,8.24,79.08,73.78,67.67,66.49,78.35,3,0
STU_1365,89.98,90.33,9.02,81.98,61.13,81.62,62.88,85.41,0,1
STU_1366,72.3,77.42,7.84,87.74,83.91,78.29,54.47,92.7,1,1
STU_1367,73.49,78.04,8.13,72.47,55.75,65.71,63.08,87.62,0,0
STU_1368,85.82,89.72,8.71,68.99,68.62,68.27,66.03,87.47,1,0
STU_1369,84.14,85.0,8.28,55.65,89.64,68.9,63.52,86.92,0,1
STU_1370,88.67,85.78,8.86,74.07,65.33,73.86,70.78,91.11,0,1
STU_1371,85.09,84.93,8.0,70.6,73.3,60.87,66.85,93.9,2,0
STU_1372,80.06,80.29,8.48,86.8,62.78,87.67,67.63,93.43,1,0
STU_1373,92.16,92.13,8.51,72.14,76.31,72.34,66.33,87.31,0,0
STU_1374,83.44,83.36,8.5,72.65,80.33,62.39,38.7,83.55,0,1
STU_1375,82.07,88.6,9.19,75.2,58.16,81.13,72.85,89.79,0,1
STU_1376,95.1,85.02,8.22,79.71,57.56,81.38,53.34,93.96,0,0
STU_1377,75.36,71.24,7.4,56.97,84.09,64.36,52.71,83.15,0,1
STU_1378,83.14,85.55,8.82,85.04,67.78,76.44,42.26,87.16,0,1
STU_1379,87.25,86.14,8.81,70.93,56.36,74.67,82.4,91.93,0,1
STU_1380,82.67,83.06,7.58,78.49,77.49,71.81,56.26,100.0,2,1
STU_1381,79.45,80.48,8.27,77.44,62.72,68.81,56.85,91.45,0,0
STU_1382,87.47,80.78,7.82,66.01,61.23,66.34,56.76,87.0,0,0
STU_1383,80.74,81.47,8.37,78.28,77.1,79.54,78.58,90.23,2,0
STU_1384,90.52,81.74,8.78,82.16,71.17,72.11,60.15,94.74,1,1
STU_1385,74.33,74.6,8.4,76.41,68.3,75.53,83.69,96.12,0,0
STU_1386,86.49,89.08,8.74,74.84,76.6,63.38,72.5,93.58,0,1
STU_1387,80.62,83.34,8.35,79.79,66.29,69.92,28.58,95.12,1,1
STU_1388,86.91,89.32,8.5,70.69,66.75,61.5,39.91,88.8,0,1
STU_1389,89.89,77.3,8.16,70.93,61.34,70.42,78.45,89.08,1,0
STU_1390,81.62,83.08,8.79,69.78,69.22,67.77,42.82,96.44,0,1
STU_1391,85.1,81.18,8.34,63.44,70.36,59.45,61.01,92.14,3,0
STU_1392,71.07,78.77,8.21,75.92,68.18,70.87,55.99,90.68,1,0
STU_1393,74.6,77.84,6.95,75.68,67.88,82.29,39.42,93.24,0,0
STU_1394,87.83,82.76,7.84,62.46,52.69,76.0,55.04,86.67,0,0
STU_1395,84.27,86.87,8.04,80.51,44.62,77.39,72.8,91.37,0,1
STU_1396,92.73,85.7,8.54,86.85,66.39,81.05,42.72,95.06,0,1
STU_1397,87.48,88.9,9.37,87.44,52.26,79.85,43.37,98.9,0,1
STU_1398,80.5,75.98,8.49,71.96,84.97,68.11,36.1,96.0,0,0
STU_1399,82.25,79.39,7.89,75.61,72.95,70.17,54.15,90.85,0,1
STU_1400,83.63,73.44,8.12,56.11,55.92,58.59,39.93,92.69,0,1
STU_1401,81.13,82.54,8.71,82.23,90.63,82.59,24.45,82.96,0,1
STU_1402,93.62,92.34,8.72,71.3,73.81,67.78,55.74,91.71,1,0
STU_1403,80.34,78.68,8.06,74.14,60.88,80.57,68.19,87.78,0,0
STU_1404,88.75,89.61,8.69,85.37,54.73,75.27,39.64,97.74,3,0
STU_1405,88.0,84.85,8.3,78.95,72.84,89.9,59.79,93.07,2,0
STU_1406,76.19,80.88,8.12,86.94,61.17,83.35,78.67,91.13,3,0
STU_1407,78.64,86.32,8.65,78.2,69.62,84.1,44.9,94.31,3,0
STU_1408,83.43,83.8,8.2,86.78,85.38,68.45,70.34,98.45,0,1
STU_1409,83.24,76.94,8.48,84.4,75.63,83.47,85.72,86.26,0,1
STU_1410,86.63,82.88,8.19,68.65,95.17,75.26,63.28,88.82,0,1
STU_1411,76.09,80.28,8.08,82.09,72.22,70.74,61.86,83.82,0,1
STU_1412,74.71,78.4,8.24,72.83,71.5,70.62,65.85,87.37,0,1
STU_1413,83.6,85.59,8.55,83.41,67.33,82.53,60.25,94.26,1,1
STU_1414,89.25,82.08,8.1,80.05,77.86,74.13,45.49,79.86,0,1
STU_1415,87.13,85.48,8.95,81.45,65.06,72.72,76.29,96.53,0,1
STU_1416,80.49,82.21,8.35,81.77,59.67,72.42,63.6,85.44,0,0
STU_1417,71.54,72.48,8.04,60.52,75.13,65.56,39.58,96.77,3,0
STU_1418,79.84,82.08,8.82,66.12,74.9,59.99,59.48,83.86,0,0
STU_1419,87.25,81.43,8.31,78.58,69.88,89.79,49.35,94.54,2,0
STU_1420,91.69,86.2,9.02,83.74,64.05,76.71,49.83,92.45,0,1
STU_1421,73.28,71.44,7.17,74.23,67.71,79.13,71.56,89.39,1,1
STU_1422,91.65,86.01,8.84,73.69,78.51,72.76,44.75,91.81,0,0
STU_1423,87.37,89.15,8.89,60.84,75.65,77.3,64.36,87.36,0,1
STU_1424,91.61,86.93,8.38,62.83,85.55,66.66,69.8,91.92,5,0
STU_1425,85.84,83.76,8.37,85.94,62.67,79.81,53.76,90.8,0,1
STU_1426,86.52,86.45,8.45,83.84,74.47,68.14,53.81,94.76,0,1
STU_1427,91.24,84.28,9.11,72.35,79.88,66.38,54.16,82.34,0,0
STU_1428,80.85,84.4,8.99,77.27,61.23,69.94,53.97,82.48,1,0
STU_1429,93.41,90.75,9.42,84.23,51.01,71.21,47.7,88.89,4,0
STU_1430,84.62,80.05,7.84,62.79,67.2,59.75,81.11,75.4,1,0
STU_1431,90.34,85.89,8.72,76.48,68.34,68.14,69.6,96.27,0,1
STU_1432,91.54,87.25,8.53,73.63,66.18,60.94,42.41,89.27,0,1
STU_1433,70.04,73.43,7.42,78.85,69.71,65.57,60.85,88.66,0,0
STU_1434,89.24,87.27,8.93,80.72,76.92,67.05,57.05,88.33,0,1
STU_1435,79.19,70.06,7.42,75.44,68.4,68.72,40.22,93.6,0,0
STU_1436,73.69,74.35,8.58,77.51,56.61,58.57,46.19,95.64,1,0
STU_1437,82.78,83.39,8.72,68.11,57.57,66.69,47.7,84.41,0,1
STU_1438,92.82,93.46,8.74,81.55,50.17,84.81,59.91,97.75,0,1
STU_1439,82.48,82.88,8.41,85.87,57.42,81.75,45.53,94.18,0,1
STU_1440,89.51,86.17,9.22,79.62,57.64,83.31,53.28,90.05,0,1
STU_1441,85.44,89.96,9.18,70.36,65.92,66.59,36.12,94.6,0,1
STU_1442,78.17,75.76,7.83,72.24,73.3,76.31,76.19,86.16,0,1
STU_1443,96.19,92.33,9.3,68.64,55.03,67.62,57.45,91.92,0,0
STU_1444,87.7,85.07,7.97,82.74,61.1,82.28,74.47,86.94,0,1
STU_1445,94.27,90.61,8.78,66.41,51.93,56.95,70.98,96.7,0,1
STU_1446,77.79,78.98,8.86,68.95,51.18,65.71,41.23,86.06,0,1
STU_1447,75.92,76.94,7.71,78.54,71.75,72.37,52.43,86.55,1,1
STU_1448,89.02,95.49,8.19,52.95,83.89,64.11,64.29,88.6,0,0
STU_1449,87.93,89.62,8.5,69.09,54.1,68.33,65.64,87.39,0,0
STU_1450,84.14,89.39,8.61,70.71,56.71,54.76,59.66,88.82,0,1
STU_1451,89.84,89.68,8.79,71.47,72.87,69.67,75.61,87.95,1,0
STU_1452,81.59,78.51,7.95,71.55,88.13,67.34,81.58,94.66,0,1
STU_1453,76.46,78.03,7.75,79.71,65.09,75.47,47.32,83.7,2,0
STU_1454,76.27,79.56,7.85,80.95,62.95,77.97,48.2,99.18,4,0
STU_1455,87.2,80.89,8.41,74.25,83.81,65.28,70.92,93.99,0,1
STU_1456,76.4,80.54,8.42,93.67,48.73,91.52,68.22,94.67,1,0
STU_1457,92.66,87.25,8.64,73.48,64.09,73.94,29.8,97.13,0,1
STU_1458,88.43,86.49,8.58,59.65,85.5,62.34,62.63,90.3,0,1
STU_1459,90.13,83.59,8.2,77.04,44.47,72.84,50.96,87.42,0,1
STU_1460,92.99,89.67,8.97,76.88,67.58,74.11,46.57,86.84,2,0
STU_1461,85.87,86.03,8.52,71.12,56.68,73.27,78.4,89.33,1,0
STU_1462,80.28,85.9,8.13,77.4,94.9,81.95,78.72,91.17,0,1
STU_1463,75.88,69.86,7.86,74.79,79.27,75.19,76.8,89.75,0,1
STU_1464,85.99,77.97,8.57,74.72,80.81,75.43,69.62,96.99,0,1
STU_1465,77.82,81.44,8.57,84.2,73.57,74.9,55.56,76.05,0,1
STU_1466,77.04,78.17,8.34,84.69,80.79,71.48,60.98,80.91,2,0
STU_1467,77.21,80.33,7.63,80.03,63.92,83.1,42.44,89.47,0,1
STU_1468,76.36,82.12,7.86,78.49,73.33,77.61,36.96,96.86,0,1
STU_1469,87.67,83.12,8.59,82.5,60.81,81.8,76.17,87.1,0,1
STU_1470,78.2,76.45,8.09,68.04,55.2,75.35,73.84,96.68,3,0
STU_1471,89.83,95.34,8.93,71.05,89.64,60.49,60.27,89.88,1,1
STU_1472,89.34,87.75,8.54,66.23,90.67,76.39,78.72,88.35,0,0
STU_1473,85.08,80.66,8.22,82.79,87.78,64.61,39.15,85.47,0,1
STU_1474,88.9,87.62,8.98,78.13,78.28,74.57,42.21,80.24,0,1
STU_1475,81.5,82.22,7.9,70.4,82.0,60.74,74.99,87.97,4,0
STU_1476,86.58,88.3,8.45,66.82,71.23,73.68,44.13,90.22,0,1
STU_1477,72.25,74.61,8.63,75.25,84.23,88.11,55.17,87.3,0,1
STU_1478,87.45,89.75,8.58,77.06,75.55,74.26,41.05,88.66,0,0
STU_1479,94.04,89.53,8.18,78.02,77.35,78.46,73.76,90.82,0,1
STU_1480,84.86,90.19,8.56,73.29,67.15,77.96,81.19,90.6,0,1
STU_1481,85.86,78.22,8.0,62.88,84.83,71.4,67.24,85.08,0,1
STU_1482,81.31,85.78,8.68,68.9,63.77,58.89,58.28,92.34,0,0
STU_1483,77.45,79.14,8.13,65.04,84.54,77.5,56.29,85.93,0,1
STU_1484,89.28,89.65,8.1,73.39,67.46,75.15,58.79,85.09,0,1
STU_1485,83.17,79.09,8.63,87.29,83.58,81.7,77.44,86.73,0,1
STU_1486,89.7,86.85,8.4,77.35,85.2,80.16,66.04,90.4,2,1
STU_1487,84.34,84.62,8.67,77.4,78.48,72.42,53.62,87.45,0,1
STU_1488,74.07,74.97,8.17,82.42,69.54,82.03,48.75,90.75,0,1
STU_1489,76.43,82.2,8.23,61.56,67.51,62.2,40.69,83.67,1,0
STU_1490,86.62,82.49,8.64,80.05,69.47,80.55,37.86,93.22,2,0
STU_1491,87.27,87.06,9.02,80.57,66.06,79.17,35.04,93.92,0,1
STU_1492,79.52,81.32,8.4,82.71,54.5,79.3,63.79,89.51,0,1
STU_1493,85.5,86.52,9.38,73.29,61.75,72.67,63.41,90.25,1,0
STU_1494,78.59,76.31,8.74,88.47,71.78,72.96,78.03,95.06,0,1
STU_1495,79.13,75.06,8.11,63.24,45.21,59.61,88.41,99.03,2,0
STU_1496,85.78,89.02,8.96,83.8,79.45,83.89,37.25,88.02,2,0
STU_1497,66.3,68.8,7.61,82.44,67.57,82.96,67.03,92.7,0,1
STU_1498,79.41,78.5,7.95,64.69,69.0,67.98,48.14,93.86,0,1
STU_1499,83.92,79.83,8.29,62.17,70.67,71.27,48.66,90.55,0,0
STU_1500,93.63,92.76,9.06,84.88,77.75,74.68,52.74,89.23,5,0
STU_1501,91.97,78.95,8.63,61.55,46.43,68.95,61.96,98.34,1,0
STU_1502,75.69,75.64,8.19,71.06,59.23,65.09,45.35,94.27,0,0
STU_1503,90.06,86.37,8.64,75.14,74.93,75.15,65.83,95.71,0,1
STU_1504,87.38,87.65,8.05,79.18,76.83,61.83,45.29,86.54,0,0
STU_1505,78.62,75.13,8.37,66.08,71.32,70.4,50.9,94.65,4,0
STU_1506,93.01,89.53,8.44,75.01,74.53,86.38,45.9,92.69,1,0
STU_1507,88.18,85.87,8.01,79.14,46.78,73.91,39.03,86.14,0,1
STU_1508,74.49,81.85,8.76,76.84,66.4,73.48,79.78,86.91,0,1
STU_1509,89.88,93.42,8.99,68.56,96.85,68.12,53.25,83.3,0,1
STU_1510,88.51,84.66,8.32,78.69,70.58,72.76,96.26,85.09,2,0
STU_1511,91.29,92.62,8.14,77.86,70.77,69.2,35.14,93.07,0,1
STU_1512,83.08,84.28,8.4,69.62,71.77,71.05,39.84,88.99,1,1
STU_1513,81.92,82.0,7.63,82.97,66.07,82.64,46.97,87.34,0,1
STU_1514,85.92,87.48,8.01,73.31,76.18,74.54,51.77,93.92,0,1
STU_1515,78.69,74.39,8.43,65.58,72.72,65.56,74.99,95.42,1,0
STU_1516,83.92,85.05,8.27,86.62,72.18,70.72,72.97,90.96,2,0
STU_1517,83.05,83.67,8.35,73.83,61.77,72.46,45.68,89.78,0,1
STU_1518,84.41,81.74,8.11,72.8,57.81,68.37,41.09,86.84,0,0
STU_1519,86.81,87.06,8.38,63.5,68.03,60.88,71.55,91.26,0,1
STU_1520,78.8,80.59,8.41,82.88,79.44,74.96,59.05,94.74,1,1
STU_1521,94.42,88.61,9.3,88.52,62.58,74.09,36.75,87.12,0,1
STU_1522,91.15,91.35,8.96,73.91,65.84,77.21,62.59,85.67,0,1
STU_1523,86.14,88.44,8.48,73.99,78.49,68.17,57.3,90.8,0,1
STU_1524,73.61,73.1,7.48,76.6,92.1,79.74,53.01,84.61,2,0
STU_1525,90.61,84.66,7.91,91.97,73.62,79.89,78.91,85.21,2,1
STU_1526,79.6,78.22,8.1,79.68,82.73,72.54,53.85,87.04,0,1
STU_1527,95.66,97.72,8.94,80.64,45.83,78.91,89.16,83.76,5,0
STU_1528,82.59,81.0,8.24,72.4,78.13,70.81,58.99,84.89,0,1
STU_1529,78.96,79.89,7.69,67.06,71.7,70.39,50.06,82.4,0,1
STU_1530,82.46,85.72,8.46,85.86,64.99,79.56,34.58,88.97,1,0
STU_1531,82.25,84.48,8.66,69.37,72.91,78.86,51.44,96.42,0,1
STU_1532,83.12,82.08,8.7,92.36,77.17,80.52,52.42,90.11,3,0
STU_1533,78.58,77.1,8.44,89.09,64.61,79.4,71.14,92.28,0,0
STU_1534,86.91,87.48,8.82,76.49,83.61,73.74,37.48,93.61,0,1
STU_1535,86.75,82.45,8.18,70.72,84.81,74.47,84.92,92.1,0,1
STU_1536,74.76,79.0,8.07,71.02,60.73,74.98,40.26,86.76,0,1
STU_1537,89.16,89.33,8.39,74.82,87.95,61.86,62.59,93.71,0,1
STU_1538,81.83,83.69,8.32,82.53,46.28,76.19,50.77,86.12,0,0
STU_1539,78.3,82.43,8.14,79.87,62.95,64.77,75.2,79.53,0,0
STU_1540,84.58,80.5,8.42,65.53,71.72,69.87,54.07,91.73,1,0
STU_1541,85.45,86.69,8.28,68.03,74.89,72.07,64.24,95.5,0,1
STU_1542,70.13,74.92,7.62,75.6,83.44,74.95,30.75,94.82,2,0
STU_1543,94.38,88.23,8.76,74.26,80.97,61.62,76.44,91.38,0,1
STU_1544,78.92,78.71,8.7,73.49,59.77,75.5,45.82,94.02,0,0
STU_1545,83.58,84.06,8.7,75.93,72.67,75.04,39.55,95.28,0,1
STU_1546,83.26,83.78,8.44,68.17,98.0,73.91,83.08,80.04,0,1
STU_1547,88.26,85.31,8.38,78.16,92.24,71.07,85.88,88.83,1,0
STU_1548,89.12,90.38,8.87,80.1,66.49,85.78,69.25,85.08,4,0
STU_1549,86.52,84.19,8.19,73.46,66.34,60.88,33.79,91.25,0,1
STU_1550,68.74,66.23,7.78,77.6,52.57,78.64,49.9,80.02,0,0
STU_1551,74.27,70.97,7.95,69.59,69.5,66.0,29.6,82.66,0,0
STU_1552,87.46,89.25,8.88,93.2,74.31,83.84,52.28,91.71,5,0
STU_1553,83.35,81.77,8.57,88.47,73.37,63.28,63.81,91.71,1,0
STU_1554,85.02,85.45,8.61,75.54,76.03,70.87,74.9,87.14,0,1
STU_1555,87.21,84.91,8.65,73.18,84.72,62.63,58.28,94.32,0,1
STU_1556,88.02,87.26,8.32,72.24,60.98,60.45,45.82,86.2,0,1
STU_1557,89.8,87.59,8.12,69.67,74.19,82.84,53.08,94.55,1,0
STU_1558,83.03,81.46,7.04,75.38,80.68,79.65,58.5,88.2,2,0
STU_1559,82.88,78.94,7.76,73.86,65.35,67.44,76.6,94.5,3,0
STU_1560,82.48,91.52,9.14,73.31,65.37,61.65,57.09,90.03,0,0
STU_1561,85.8,84.83,8.23,82.23,60.19,75.7,59.25,79.18,1,1
STU_1562,89.38,85.62,7.97,76.34,61.34,71.84,75.21,92.5,0,1
STU_1563,86.75,87.81,8.24,72.5,59.5,77.54,63.97,94.3,0,1
STU_1564,94.15,91.47,8.81,78.21,71.62,78.85,52.71,89.94,0,1
STU_1565,82.01,79.43,8.33,83.77,69.68,84.04,60.03,81.16,1,1
STU_1566,95.05,88.1,8.13,64.65,62.62,68.7,62.34,92.71,0,1
STU_1567,76.4,77.38,7.87,85.86,69.95,72.86,62.04,93.06,0,1
STU_1568,80.33,82.83,7.89,71.66,56.2,65.57,65.57,90.84,1,0
STU_1569,71.06,72.6,7.93,73.95,75.51,67.87,70.08,87.81,3,0
STU_1570,77.39,85.14,8.24,63.86,69.77,68.34,62.02,95.77,0,1
STU_1571,88.48,89.23,8.51,84.85,72.34,72.9,48.37,93.14,1,1
STU_1572,83.94,83.04,8.3,89.81,74.6,86.63,35.75,92.11,1,0
STU_1573,89.15,87.56,8.79,85.01,72.0,85.8,61.4,95.61,0,1
STU_1574,84.48,81.06,8.69,86.16,80.25,70.62,46.4,86.75,0,1
STU_1575,74.47,76.44,8.57,77.73,70.79,73.88,69.18,97.92,3,0
STU_1576,82.59,86.27,8.75,72.71,54.07,63.27,46.84,96.11,3,0
STU_1577,92.01,90.66,8.69,70.75,49.12,60.97,51.49,91.16,0,1
STU_1578,84.17,83.79,8.46,83.73,65.55,76.71,64.93,82.73,0,1
STU_1579,84.84,81.94,8.43,72.84,80.61,63.49,32.65,88.81,2,0
STU_1580,86.97,84.31,9.37,74.57,54.84,68.54,49.19,92.77,1,0
STU_1581,72.49,82.72,8.13,73.88,48.75,72.6,54.59,89.66,0,1
STU_1582,81.96,81.06,7.24,65.83,70.09,62.7,60.68,95.04,0,1
STU_1583,84.13,79.81,7.88,71.22,76.76,76.68,70.54,84.82,4,0
STU_1584,80.73,79.08,8.39,67.71,76.81,71.62,70.95,83.89,0,1
STU_1585,81.41,77.99,8.34,81.64,72.69,76.76,40.3,95.93,0,1
STU_1586,90.11,82.87,8.15,75.67,45.23,69.79,67.27,94.63,0,1
STU_1587,74.57,77.37,7.7,70.67,65.21,72.52,45.87,92.8,0,0
STU_1588,92.75,95.28,8.61,78.97,56.05,75.64,48.67,92.08,0,1
STU_1589,92.56,87.4,8.11,82.84,67.58,77.46,34.99,93.8,0,1
STU_1590,91.09,97.05,9.63,91.99,59.99,73.82,60.14,91.91,0,1
STU_1591,69.99,70.08,7.38,80.04,65.21,73.86,74.27,90.15,1,0
STU_1592,79.89,80.84,8.26,76.21,71.81,74.19,69.38,88.45,0,1
STU_1593,90.69,92.12,8.35,76.87,76.99,78.47,64.81,91.84,0,1
STU_1594,89.85,90.34,8.32,67.62,83.21,60.5,52.95,87.01,0,1
STU_1595,88.67,88.1,8.08,77.88,72.2,79.41,45.13,88.49,0,1
STU_1596,81.82,81.46,8.26,75.78,73.38,68.17,50.89,79.68,0,1
STU_1597,83.71,85.28,7.99,75.55,68.85,81.6,75.62,92.17,1,0
STU_1598,84.22,81.83,9.05,81.7,71.86,67.91,57.5,90.41,0,1
STU_1599,76.69,81.46,8.23,72.49,63.5,70.08,63.94,88.81,0,0
STU_1600,85.28,87.08,8.54,79.19,78.61,65.88,64.21,88.54,2,0
STU_1601,84.2,82.47,8.7,90.27,64.8,70.98,77.35,90.64,0,1
STU_1602,82.88,80.29,8.41,75.95,83.58,73.0,38.25,88.24,0,1
STU_1603,93.45,89.78,8.85,77.85,59.49,67.32,44.87,81.29,2,0
STU_1604,83.65,78.23,7.27,60.19,75.28,60.79,52.08,85.82,2,0
STU_1605,83.15,84.25,8.39,83.55,74.06,83.39,59.74,87.11,2,0
STU_1606,86.51,87.57,7.81,66.2,45.62,70.08,57.02,94.09,0,1
STU_1607,80.58,89.16,8.67,84.16,49.74,83.04,42.22,92.13,3,0
STU_1608,89.44,85.16,8.5,87.58,56.27,81.75,26.79,86.16,1,0
STU_1609,88.73,85.82,8.67,66.81,66.34,65.7,67.41,89.18,0,1
STU_1610,91.45,89.53,8.68,69.06,51.63,64.57,49.45,87.34,0,1
STU_1611,86.72,86.69,8.72,79.58,79.59,76.22,61.37,85.68,0,1
STU_1612,95.35,93.39,8.78,80.93,69.41,88.53,22.13,88.83,0,1
STU_1613,95.23,95.22,9.11,59.42,74.87,54.3,50.97,94.89,0,1
STU_1614,86.41,84.68,8.82,67.19,69.65,56.36,51.93,93.54,0,1
STU_1615,94.51,85.8,8.43,81.46,62.07,79.47,75.07,90.09,0,1
STU_1616,85.62,78.64,7.99,83.2,81.69,69.58,45.39,85.92,0,0
STU_1617,79.32,76.62,7.71,56.32,75.81,68.12,53.92,93.8,0,1
STU_1618,75.04,76.08,7.88,89.23,88.72,85.74,68.8,94.03,0,1
STU_1619,89.75,88.69,9.02,89.56,38.39,74.01,42.6,92.49,0,0
STU_1620,88.37,80.49,8.48,87.88,83.59,80.41,78.56,91.58,1,0
STU_1621,91.84,83.88,8.42,79.42,44.33,74.27,29.78,89.87,0,0
STU_1622,89.58,85.18,8.54,57.88,79.84,66.01,64.04,87.58,0,0
STU_1623,74.73,76.61,8.05,75.07,73.56,64.0,67.5,90.35,0,1
STU_1624,79.45,80.92,7.52,77.57,66.47,68.82,47.65,87.24,1,0
STU_1625,88.04,86.22,8.46,59.1,74.45,77.5,75.3,90.28,0,1
STU_1626,96.23,92.22,8.89,62.82,58.76,63.45,40.97,90.61,2,0
STU_1627,96.21,89.03,7.84,77.95,76.86,83.26,62.68,93.78,0,1
STU_1628,88.0,88.84,8.58,66.8,69.41,72.36,49.86,85.15,0,1
STU_1629,83.25,85.16,9.09,86.09,57.76,79.58,42.39,92.92,0,1
STU_1630,77.14,80.71,7.51,71.86,84.99,77.2,30.99,97.4,0,0
STU_1631,83.61,83.94,8.45,77.28,74.98,83.27,88.42,93.12,0,1
STU_1632,79.77,85.49,8.02,78.25,65.04,86.2,44.68,80.34,2,0
STU_1633,94.5,83.77,8.05,73.05,72.77,69.39,40.35,90.18,0,1
STU_1634,79.73,84.87,8.16,64.04,58.66,76.61,70.89,89.92,0,0
STU_1635,81.89,78.3,8.41,81.01,69.91,76.3,64.95,89.95,1,0
STU_1636,93.63,92.76,8.91,91.99,88.48,84.68,49.72,92.13,0,1
STU_1637,73.78,75.57,8.09,77.46,65.93,64.09,71.98,89.68,0,0
STU_1638,88.9,87.25,8.64,66.9,79.86,74.95,52.98,97.55,0,1
STU_1639,81.71,80.1,8.6,75.73,48.99,72.84,76.0,94.25,0,1
STU_1640,87.25,84.29,8.39,80.11,57.1,73.3,34.27,92.83,0,0
STU_1641,92.91,86.51,8.24,81.42,55.6,84.41,59.37,84.57,0,1
STU_1642,81.03,74.87,6.66,77.58,86.11,75.49,40.85,85.97,0,1
STU_1643,80.08,77.61,7.6,65.02,61.92,74.04,72.75,93.02,3,0
STU_1644,74.01,78.92,8.06,58.34,54.16,79.45,39.31,92.29,3,0
STU_1645,89.8,84.87,9.28,76.36,77.89,73.43,22.83,89.86,0,1
STU_1646,78.86,76.53,7.91,72.16,56.12,74.3,49.38,95.93,0,0
STU_1647,94.26,89.01,9.1,80.31,73.4,64.38,82.58,92.6,0,1
STU_1648,81.75,82.89,8.0,82.49,66.02,69.17,61.22,91.51,0,1
STU_1649,88.12,89.42,8.45,73.03,78.61,74.29,73.36,86.84,1,1
STU_1650,73.5,73.09,7.52,69.79,55.16,74.51,35.73,93.28,0,1
STU_1651,85.11,80.44,8.56,73.19,41.16,76.11,68.49,89.31,2,0
STU_1652,89.37,86.4,8.99,78.79,78.34,63.89,52.85,82.62,0,1
STU_1653,82.29,77.34,7.96,85.61,70.99,80.38,46.58,85.57,0,1
STU_1654,81.0,81.07,9.14,72.72,80.68,81.02,76.84,92.24,0,1
STU_1655,82.93,78.41,8.0,69.64,66.84,66.15,68.65,86.84,1,0
STU_1656,79.89,82.34,7.82,80.43,80.47,74.44,77.03,85.42,3,0
STU_1657,86.52,85.38,8.09,70.72,84.23,74.07,53.69,91.52,0,1
STU_1658,85.23,83.31,8.58,74.98,67.11,63.43,81.32,81.32,0,1
STU_1659,67.46,70.86,7.08,75.25,83.15,69.59,66.0,92.07,3,0
